#./transfer/case_1_50_10_5_3
set N0 = 0;
set N1 = 1  2  3  4  6  7  9  10  11  12  13  14  15  16  17  19  20  21  22  23  24  25  26  27  28  30  31  32  33  34  35  36  37  38  39  40  41  42  43  45  ;
set N2 = 5  8  18  29  44  46  49  50  48  47  ;
set Shared1:= 5  8  18  29  44  ;
set Shared2:= 46  49  50  48  47  ;
set Shared_Visited:= (5,46),(8,49),(18,50),(29,48),(44,47),;
param kn:= 10;
param dn:= 3;
param T:= 672;
param s_id:	1	2	3	:=
4	1	1	1	
5	1	0	1	
6	1	0	1	
7	1	1	1	
8	1	1	1	
9	1	1	0	
10	0	1	1	
11	1	1	0	
12	1	1	1	
13	0	1	0	
14	0	1	1	
15	1	0	1	
16	1	1	1	
17	1	1	1	
18	1	1	1	
19	0	1	0	
20	1	1	1	
21	1	1	1	
22	1	1	1	
23	1	1	0	
24	1	0	1	
25	1	1	0	
26	1	0	1	
27	0	1	1	
28	1	1	1	
29	0	0	1	
30	1	0	0	
31	0	1	1	
32	1	1	1	
33	1	1	1	
34	1	1	1	
35	0	1	1	
36	0	0	1	
37	0	1	1	
38	1	1	0	
39	1	0	1	
40	0	0	1	
41	1	1	1	
42	1	1	1	
43	0	1	0	
44	0	1	1	
45	0	0	1	
46	1	0	1	
47	0	1	1	
48	0	0	1	
49	1	1	1	
50	1	1	1	
;
param e_id:	1	2	3	:=
0	0	0	0	
1	0	0	0	
2	89	89	89	
3	214	214	214	
4	293	293	293	
5	434	434	434	
6	0	0	0	
7	57	57	57	
8	78	78	78	
9	240	240	240	
10	333	333	333	
11	0	0	0	
12	0	0	0	
13	118	118	118	
14	158	158	158	
15	384	384	384	
16	0	0	0	
17	0	0	0	
18	160	160	160	
19	0	0	0	
20	465	465	465	
21	0	0	0	
22	76	76	76	
23	123	123	123	
24	145	145	145	
25	266	266	266	
26	0	0	0	
27	460	460	460	
28	224	224	224	
29	307	307	307	
30	488	488	488	
31	0	0	0	
32	75	75	75	
33	225	225	225	
34	271	271	271	
35	380	380	380	
36	0	0	0	
37	0	0	0	
38	77	77	77	
39	492	492	492	
40	276	276	276	
41	0	0	0	
42	0	0	0	
43	102	102	102	
44	193	193	193	
45	298	298	298	
46	434	434	434	
47	193	193	193	
48	307	307	307	
49	78	78	78	
50	160	160	160	
;
param l_id:	1	2	3	:=
0	672	672	672	
1	103	103	103	
2	203	203	203	
3	440	440	440	
4	461	461	461	
5	653	653	653	
6	109	109	109	
7	267	267	267	
8	280	280	280	
9	395	395	395	
10	504	504	504	
11	112	112	112	
12	208	208	208	
13	332	332	332	
14	422	422	422	
15	542	542	542	
16	93	93	93	
17	133	133	133	
18	389	389	389	
19	90	90	90	
20	618	618	618	
21	84	84	84	
22	227	227	227	
23	290	290	290	
24	370	370	370	
25	448	448	448	
26	109	109	109	
27	626	626	626	
28	407	407	407	
29	566	566	566	
30	612	612	612	
31	92	92	92	
32	156	156	156	
33	455	455	455	
34	468	468	468	
35	526	526	526	
36	87	87	87	
37	136	136	136	
38	276	276	276	
39	672	672	672	
40	510	510	510	
41	118	118	118	
42	163	163	163	
43	319	319	319	
44	380	380	380	
45	455	455	455	
46	653	653	653	
47	380	380	380	
48	566	566	566	
49	280	280	280	
50	389	389	389	
;
param prefer_id:	1	2	3	4	5	6	7	8	9	10	:=
1		-5.40293		-2.30585		3.51473		1.72793		3.88672		2.22574		-2.77673		9.6435		4.05855		1.3066
2		7.01625		-9.22329		-8.85956		6.9038		-0.296254		-1.46084		7.65498		8.92249		-4.52537		-8.09343
3		2.28038		1.36253		-9.25248		6.74818		3.78048		3.79951		7.14263		0.672359		-1.82795		5.34035
4		7.46955		-3.78219		7.27499		-3.31595		4.67885		2.72148		-5.13669		-5.54367		-3.40943		-8.41865
5		-8.83281		-1.49904		9.15743		-4.54033		-5.8844		-6.13099		2.04765		4.25301		-7.01011		-5.75275
6		-6.50822		-6.13195		4.46222		5.57323		5.36074		-9.9726		-5.66376		-8.15194		8.27071		2.05624
7		-9.91766		2.08594		-6.97942		5.19807		-2.14579		-1.83156		4.15579		-3.43951		6.65755		9.68166
8		8.63363		-0.557902		-3.77518		6.54381		-8.43479		-1.00347		0.0489032		8.97521		6.40432		0.853897
9		4.62887		-7.55718		-0.269779		6.6927		6.41494		-2.13705		2.61834		-1.32658		-2.68077		0.986828
10		-0.755463		0.932399		-7.59689		-3.60303		-0.350772		8.65668		-1.16965		4.25141		-9.00525		9.91663
11		-8.74102		0.677674		9.65799		-1.90346		2.57397		2.1539		-3.07687		-6.19647		9.96498		-0.591787
12		3.89343		0.519003		-4.73043		-0.638261		-1.00609		-2.35725		7.63481		5.00394		6.73565		3.65723
13		-8.06424		-7.12076		-1.17152		0.112516		5.94858		8.29791		-5.35962		-5.87698		8.13591		-4.9418
14		-6.88099		3.85606		-2.66741		1.43968		9.8777		-1.7644		2.44722		2.81484		4.45016		1.98505
15		-0.654917		8.13825		2.78764		-5.40941		-6.8684		1.17268		6.23996		0.635872		-9.84526		-1.07986
16		0.900945		5.58242		8.52877		4.21387		-6.69005		6.33323		0.977292		-1.19358		-6.21801		4.53737
17		-2.3104		-0.136553		-8.43992		-5.57889		5.88578		-6.03008		1.42525		0.532077		-1.8986		-1.69722
18		-9.22257		2.51095		-1.35919		0.374964		-3.15762		6.67883		-5.28967		4.46089		5.68646		-6.5113
19		-7.67762		-9.78208		3.46713		9.16993		7.84999		-8.09248		6.23052		-5.0483		7.6697		7.18455
20		9.47027		-2.85414		4.7319		7.85752		-3.04672		7.42621		-0.592002		-6.33859		-7.23808		1.22511
21		-9.33422		-5.24025		-6.88311		3.87875		-3.51784		-5.33037		-7.91695		1.73936		8.14252		7.56703
22		-0.552677		4.25847		0.526698		-3.66017		3.52963		-0.571409		1.68629		8.32544		-5.63123		8.97682
23		0.389432		9.38588		1.79885		-2.79181		1.2067		7.09395		0.999072		-7.96896		-2.29881		-1.94522
24		-7.94667		0.180205		3.36452		1.59152		-0.593585		-0.0288965		1.03958		-1.39968		-3.2561		-9.63308
25		-8.73205		-5.19244		-5.0815		6.28259		-7.88066		4.2795		-2.97949		8.77448		-7.12994		-4.09927
26		-6.39752		-8.20624		1.95602		5.61977		6.41045		9.78259		0.136325		-1.91578		-8.66853		-3.18844
27		5.03022		-4.66345		-9.88732		-3.16473		-0.0800897		-6.42678		6.1254		1.19046		-5.80582		9.92068
28		-0.37256		-0.285485		8.65833		-9.85618		9.83747		-4.44982		7.38366		-1.32929		7.02675		-3.62858
29		-0.0580848		-7.66714		2.38336		2.32711		7.4637		0.357427		1.96709		8.28785		-5.89452		-2.33156
30		8.16237		-1.10612		-8.29414		-8.86115		-1.88189		4.99274		-7.28728		6.48971		3.00926		0.732773
31		-6.45986		4.94102		9.04777		1.39354		-3.37665		2.89041		-8.79959		-1.4497		8.74736		7.08601
32		-5.45174		3.4814		7.47469		-0.608699		-1.38364		1.31126		-3.49497		3.50412		-1.58829		-6.51304
33		-2.28974		3.33486		0.141456		4.31366		1.96767		-9.90472		-2.96638		5.55574		1.19367		2.18909
34		6.36833		-1.04075		7.2387		1.78725		-4.58912		-6.79328		0.875963		9.35076		-5.57668		9.5539
35		7.575		1.53441		-3.95814		8.55259		2.95228		6.38452		3.45447		-4.84966		0.792456		-3.65042
36		8.24011		-6.82381		8.89264		1.49712		1.98177		2.66608		-4.99695		-1.95128		9.37649		4.50207
37		-7.90528		7.95495		-7.97183		1.88084		-1.84516		-7.57543		7.5608		-6.17526		5.07035		2.42289
38		8.23307		-3.10165		0.889081		-7.6733		4.60679		-7.37615		-9.74258		6.79575		-8.79464		1.52139
39		-3.33011		7.79766		-0.821067		-3.70241		-2.88009		9.27068		-7.7842		7.53594		3.69843		7.61825
40		2.09036		-1.95518		8.14717		8.50572		2.75111		9.95225		-4.73131		-5.99646		3.61027		-4.69211
41		6.59913		-9.96185		-8.69869		-6.35178		8.86505		9.44879		8.65678		6.14339		-7.89686		-8.55177
42		4.42728		-4.031		-1.98382		0.730335		5.82556		-2.09282		-8.50316		2.66545		-3.20121		-4.33479
43		6.58737		-9.03157		8.45828		-6.08336		9.23389		4.26338		5.58121		-1.93696		-4.09778		-7.38358
44		2.49191		7.74477		-3.06767		1.38235		2.08129		-6.51242		4.68092		-1.08925		0.632861		4.9188
45		-5.12988		-5.91533		1.10615		-0.24372		-1.56246		7.11249		2.25641		2.87175		-4.26241		9.85938
46		-8.83281		-1.49904		9.15743		-4.54033		-5.8844		-6.13099		2.04765		4.25301		-7.01011		-5.75275
47		2.49191		7.74477		-3.06767		1.38235		2.08129		-6.51242		4.68092		-1.08925		0.632861		4.9188
48		-0.0580848		-7.66714		2.38336		2.32711		7.4637		0.357427		1.96709		8.28785		-5.89452		-2.33156
49		8.63363		-0.557902		-3.77518		6.54381		-8.43479		-1.00347		0.0489032		8.97521		6.40432		0.853897
50		-9.22257		2.51095		-1.35919		0.374964		-3.15762		6.67883		-5.28967		4.46089		5.68646		-6.5113
;
