#./transfer/case_2_50_10_5_5
set N0 = 0;
set N1 = 1  2  3  5  7  8  9  10  11  12  13  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  33  34  35  36  37  38  39  40  41  42  44  45  ;
set N2 = 14  4  6  43  32  46  47  50  49  48  ;
set Shared1:= 14  4  6  43  32  ;
set Shared2:= 46  47  50  49  48  ;
set Shared_Visited:= (14,46),(4,47),(6,50),(43,49),(32,48),;
param kn:= 10;
param dn:= 3;
param T:= 651;
param s_id:	1	2	3	:=
12	17	24	7	14	32	14	23	10	22	18	32	21	10000	26	23	36	18	19	20	22	5	12	39	35	16	19	8	30	8	35	27	19	38	18	30	29	37	23	8	16	22	38	24	10	30	15	23	32	38	10	23
13	12	25	31	18	7	32	17	17	28	10	21	33	26	10000	14	10	25	20	21	12	27	31	15	14	11	13	32	24	18	22	32	32	13	24	5	6	12	14	29	13	33	22	29	29	7	29	14	7	13	29	17
14	7	13	27	23	19	23	4	14	35	7	11	21	23	14	10000	21	31	8	9	22	26	23	19	13	16	5	26	11	17	13	19	21	21	30	14	11	20	1	22	18	22	16	16	21	12	19	10000	19	21	21	4
15	22	32	41	27	5	41	24	27	36	20	23	41	36	10	21	10000	33	28	29	19	37	41	9	13	21	21	42	29	28	24	39	41	4	32	7	10	5	21	38	22	42	22	36	38	9	38	21	5	4	38	24
16	25	37	23	9	29	31	33	19	5	24	41	38	18	25	31	33	10000	31	33	14	15	29	39	38	16	27	26	41	16	44	43	36	36	2	30	31	36	31	26	14	39	45	39	28	32	32	31	29	36	28	33
17	8	7	21	23	26	16	6	12	35	11	15	14	19	20	8	28	31	10000	2	25	22	16	27	21	18	8	19	12	15	18	13	14	28	30	22	19	27	8	15	19	14	22	10	14	20	12	8	26	28	14	6
18	10	6	22	25	27	16	6	14	37	12	14	13	20	21	9	29	33	2	10000	27	24	16	27	21	20	9	20	10	17	17	12	13	29	31	22	19	28	8	16	21	13	21	9	15	20	12	9	27	29	15	6
19	17	32	28	9	15	32	25	17	17	16	31	36	22	12	22	19	14	25	27	10000	22	31	26	26	8	19	29	33	15	33	38	35	22	13	16	18	23	22	27	7	37	33	34	28	19	31	22	15	22	28	25
20	20	28	8	13	33	17	27	12	19	21	36	25	5	27	26	37	15	22	24	22	10000	15	41	37	17	22	11	34	10	39	31	23	40	15	32	31	39	26	12	16	26	41	28	14	32	19	26	33	40	14	27
21	20	18	9	24	37	2	21	15	33	21	30	11	12	31	23	41	29	16	16	31	15	10000	41	36	24	20	6	25	16	33	19	9	42	29	34	32	41	23	4	24	12	37	16	3	33	6	23	37	42	3	21
22	22	30	43	32	12	41	22	30	42	21	18	40	39	15	19	9	39	27	27	26	41	41	10000	7	25	21	43	24	31	17	35	40	6	38	10	10	5	19	39	27	40	14	33	39	9	38	19	12	6	39	22
23	18	23	39	31	15	36	16	26	42	17	11	33	35	14	13	13	38	21	21	26	37	36	7	10000	23	16	38	18	28	11	29	34	11	37	11	8	10	14	34	25	33	9	27	33	8	32	13	15	11	33	16
24	11	25	22	8	17	25	19	9	20	9	26	29	16	11	16	21	16	18	20	8	17	24	25	23	10000	12	23	27	9	28	31	27	23	14	16	16	23	16	21	2	30	30	27	21	17	24	16	17	23	21	19
25	2	14	23	19	19	21	7	10	31	4	15	21	19	13	5	21	27	8	9	19	22	20	21	16	12	10000	22	15	13	18	20	20	22	26	15	12	21	5	19	14	21	20	17	18	14	18	5	19	22	18	7
26	21	22	3	22	38	8	24	15	30	23	34	17	8	32	26	42	26	19	20	29	11	6	43	38	23	22	10000	30	15	37	24	14	43	25	35	34	42	25	4	23	18	40	21	6	35	11	26	38	43	6	24
27	17	9	32	33	29	25	9	23	45	18	7	19	30	24	11	29	41	12	10	33	34	25	24	18	27	15	30	10000	26	9	12	20	28	40	24	20	27	11	26	28	18	14	11	24	21	20	11	29	28	24	9
28	11	22	14	9	24	18	18	4	20	11	27	23	8	18	17	28	16	15	17	15	10	16	31	28	9	13	15	26	10000	30	27	21	30	15	23	21	30	17	13	8	24	32	23	14	23	18	17	24	30	14	18
29	20	17	38	35	25	33	13	27	47	20	4	28	35	22	13	24	44	18	17	33	39	33	17	11	28	18	37	9	30	10000	21	29	22	42	20	17	20	14	33	30	27	5	20	31	17	28	13	25	22	31	13
30	21	7	27	35	38	18	15	24	47	23	19	9	27	32	19	39	43	13	12	38	31	19	35	29	31	20	24	12	27	21	10000	11	38	42	33	29	37	19	21	32	8	25	4	18	30	13	19	38	38	18	15
31	20	12	17	30	39	7	18	19	40	22	26	3	19	32	21	41	36	14	13	35	23	9	40	34	27	20	14	20	21	29	11	10000	41	35	35	32	40	21	12	28	4	33	10	9	33	4	21	39	41	9	18
32	23	32	43	30	8	42	24	29	39	21	22	42	38	13	21	4	36	28	29	22	40	42	6	11	23	22	43	28	30	22	38	41	10000	35	8	10	2	21	40	25	42	19	36	39	9	39	21	8	10000	39	24
33	24	36	23	7	27	31	32	18	6	23	40	38	18	24	30	32	2	30	31	13	15	29	38	37	14	26	25	40	15	42	42	35	35	10000	28	29	35	30	25	13	38	43	38	27	30	32	30	27	35	27	32
34	15	27	35	23	6	35	18	21	33	14	19	35	30	5	14	7	30	22	22	16	32	34	10	11	16	15	35	24	23	20	33	35	8	28	10000	4	8	15	32	17	35	19	30	32	4	32	14	6	8	32	18
35	13	23	34	23	9	32	15	20	34	11	16	32	29	6	11	10	31	19	19	18	31	32	10	8	16	12	34	20	21	17	29	32	10	29	4	10000	9	11	30	17	32	16	27	29	2	29	11	9	10	29	15
36	22	31	42	30	9	41	23	28	39	20	21	41	37	12	20	5	36	27	28	23	39	41	5	10	23	21	42	27	30	20	37	40	2	35	8	9	10000	20	39	24	41	18	35	38	8	38	20	9	2	38	23
37	7	12	26	23	19	23	4	14	35	7	11	21	23	14	1	21	31	8	8	22	26	23	19	14	16	5	25	11	17	14	19	21	21	30	15	11	20	10000	22	18	21	16	16	20	12	19	1	19	21	20	4
38	18	19	6	21	35	6	21	12	30	19	30	14	8	29	22	38	26	15	16	27	12	4	39	34	21	19	4	26	13	33	21	12	40	25	32	30	39	22	10000	21	15	36	18	3	31	8	22	35	40	3	21
39	12	26	22	6	18	25	20	10	18	11	28	30	16	13	18	22	14	19	21	7	16	24	27	25	2	14	23	28	8	30	32	28	25	13	17	17	24	18	21	10000	30	31	28	22	19	25	18	18	25	22	20
40	22	11	21	33	40	11	18	21	43	24	25	2	22	33	22	42	39	14	13	37	26	12	40	33	30	21	18	18	24	27	8	4	42	38	35	32	41	21	15	30	10000	31	7	13	33	8	22	40	42	13	18
41	22	21	41	37	24	36	16	30	49	22	7	32	38	22	16	22	45	22	21	33	41	37	14	9	30	20	40	14	32	5	25	33	19	43	19	16	18	16	36	31	31	10000	24	35	16	32	16	24	19	35	16
42	18	4	24	32	35	15	13	20	43	20	18	8	24	29	16	36	39	10	9	34	28	16	33	27	27	17	21	11	23	20	4	10	36	38	30	27	35	16	18	28	7	24	10000	16	28	11	16	35	36	16	13
43	17	16	9	22	35	4	19	13	32	19	28	12	10	29	21	38	28	14	15	28	14	3	39	33	21	18	6	24	14	31	18	9	39	27	32	29	38	20	3	22	13	35	16	10000	31	6	21	35	39	10000	19
44	14	24	35	24	9	34	16	21	35	13	16	33	30	7	12	9	32	20	20	19	32	33	9	8	17	14	35	21	23	17	30	33	9	30	4	2	8	12	31	19	33	16	28	31	10000	31	12	9	9	31	16
45	17	12	14	26	36	5	17	15	37	19	25	7	15	29	19	38	32	12	12	31	19	6	38	32	24	18	11	20	18	28	13	4	39	32	32	29	38	19	8	25	8	32	11	6	31	10000	19	36	39	6	17
46	7	13	27	23	19	23	4	14	35	7	11	21	23	14	10000	21	31	8	9	22	26	23	19	13	16	5	26	11	17	13	19	21	21	30	14	11	20	1	22	18	22	16	16	21	12	19	10000	19	21	21	4
47	19	31	38	23	10000	38	23	24	31	17	24	39	32	7	19	5	29	26	27	15	33	37	12	15	17	19	38	29	24	25	38	39	8	27	6	9	9	19	35	18	40	24	35	35	9	36	19	10000	8	35	23
48	23	32	43	30	8	42	24	29	39	21	22	42	38	13	21	4	36	28	29	22	40	42	6	11	23	22	43	28	30	22	38	41	10000	35	8	10	2	21	40	25	42	19	36	39	9	39	21	8	10000	39	24
49	17	16	9	22	35	4	19	13	32	19	28	12	10	29	21	38	28	14	15	28	14	3	39	33	21	18	6	24	14	31	18	9	39	27	32	29	38	20	3	22	13	35	16	10000	31	6	21	35	39	10000	19
50	9	9	26	25	23	21	10000	15	37	10	10	18	23	17	4	24	33	6	6	25	27	21	22	16	19	7	24	9	18	13	15	18	24	32	18	15	23	4	21	20	18	16	13	19	16	17	4	23	24	19	10000
;
param w_id:	1	2	3	:=
1	1	1	1	
2	1	1	0	
3	1	1	1	
4	1	0	1	
5	1	1	1	
6	1	0	0	
7	0	1	1	
8	1	1	1	
9	1	1	1	
10	1	1	1	
11	1	1	1	
12	1	1	0	
13	0	0	1	
14	1	1	1	
15	0	1	0	
16	1	1	1	
17	1	0	0	
18	0	0	1	
19	1	1	0	
20	1	0	1	
21	1	0	1	
22	1	1	1	
23	0	1	0	
24	1	1	1	
25	1	1	1	
26	1	1	1	
27	0	1	0	
28	0	1	1	
29	0	1	1	
30	0	1	1	
31	1	1	1	
32	1	1	1	
33	1	1	0	
34	1	1	1	
35	1	0	0	
36	1	1	0	
37	0	1	1	
38	1	1	1	
39	1	1	1	
40	1	1	0	
41	1	1	1	
42	1	1	1	
43	1	1	0	
44	0	1	0	
45	1	1	1	
46	1	1	1	
47	1	0	1	
48	1	1	1	
49	1	1	0	
50	1	0	0	
;
param e_id:	1	2	3	:=
0	0	0	0	
1	0	0	0	
2	0	0	0	
3	0	0	0	
4	0	0	0	
5	0	0	0	
6	0	0	0	
7	0	0	0	
8	0	0	0	
9	0	0	0	
10	0	0	0	
11	0	0	0	
12	0	0	0	
13	0	0	0	
14	0	0	0	
15	0	0	0	
16	0	0	0	
17	0	0	0	
18	0	0	0	
19	0	0	0	
20	0	0	0	
21	0	0	0	
22	0	0	0	
23	0	0	0	
24	0	0	0	
25	0	0	0	
26	0	0	0	
27	0	0	0	
28	0	0	0	
29	0	0	0	
30	0	0	0	
31	0	0	0	
32	0	0	0	
33	0	0	0	
34	0	0	0	
35	0	0	0	
36	0	0	0	
37	0	0	0	
38	0	0	0	
39	0	0	0	
40	0	0	0	
41	0	0	0	
42	0	0	0	
43	0	0	0	
44	0	0	0	
45	0	0	0	
46	0	0	0	
47	0	0	0	
48	0	0	0	
49	0	0	0	
50	0	0	0	
;
param l_id:	1	2	3	:=
0	651	651	651	
1	651	651	651	
2	651	651	651	
3	651	651	651	
4	651	651	651	
5	651	651	651	
6	651	651	651	
7	651	651	651	
8	651	651	651	
9	651	651	651	
10	651	651	651	
11	651	651	651	
12	651	651	651	
13	651	651	651	
14	651	651	651	
15	651	651	651	
16	651	651	651	
17	651	651	651	
18	651	651	651	
19	651	651	651	
20	651	651	651	
21	651	651	651	
22	651	651	651	
23	651	651	651	
24	651	651	651	
25	651	651	651	
26	651	651	651	
27	651	651	651	
28	651	651	651	
29	651	651	651	
30	651	651	651	
31	651	651	651	
32	651	651	651	
33	651	651	651	
34	651	651	651	
35	651	651	651	
36	651	651	651	
37	651	651	651	
38	651	651	651	
39	651	651	651	
40	651	651	651	
41	651	651	651	
42	651	651	651	
43	651	651	651	
44	651	651	651	
45	651	651	651	
46	651	651	651	
47	651	651	651	
48	651	651	651	
49	651	651	651	
50	651	651	651	
;
param prefer_id:	1	2	3	4	5	6	7	8	9	10	:=
1		-8.42934		2.09285		4.79002		4.77198		4.87651		-6.19019		-7.72622		-3.13459		-3.8		-3.06093
2		1.44092		6.355		9.10217		5.98118		-1.99337		3.32372		-4.18452		-4.01185		0.302079		1.27168
3		7.06598		-5.3396		-0.8067		-6.52586		-0.61658		7.47419		0.339569		-8.06347		-9.67711		-9.34561
4		-1.8872		-3.33646		8.39477		2.27975		0.216015		-6.00359		7.92891		4.44805		-2.35711		6.60279
5		4.87133		-8.71299		7.26071		6.50128		8.45001		-9.42919		8.86587		-2.48158		3.61664		-4.39951
6		-5.31862		-5.1061		3.85707		7.89052		-0.657738		4.20753		0.664867		-0.848732		8.13784		-3.0829
7		-8.08304		-0.167982		3.17907		-1.73995		6.85407		8.6176		-6.50127		5.20103		8.88352		1.71454
8		-3.80773		-7.37702		5.65598		5.67193		-3.26454		-4.33442		7.19736		0.0595327		-4.83323		-7.63287
9		8.38729		-2.27348		6.98959		-5.1251		-4.28025		7.24982		5.00845		0.500793		4.35386		-0.731527
10		-8.80088		2.38104		-1.61142		2.15082		6.98635		-7.01886		9.0363		5.42411		-0.335141		-9.12463
11		8.55183		-6.9084		9.10239		-2.80866		7.68646		-3.18107		-8.45173		3.33805		4.13347		6.93331
12		6.22037		-8.77131		5.58166		-7.5835		9.41723		-0.0308873		-8.98794		-4.41185		4.30162		7.91381
13		-8.73049		-2.59639		0.315994		8.86793		2.68138		-3.55087		-0.576363		7.99501		-1.60534		-2.00075
14		5.95996		-6.68303		5.70107		-0.459501		6.30248		-6.45802		-5.11799		6.0773		-8.48373		7.87982
15		8.84502		6.7049		5.4695		1.06566		-9.90674		-3.13714		-2.43352		-4.13293		9.63498		2.92821
16		-3.97925		-2.68644		-1.32855		-6.96437		-8.62639		-6.76542		0.482083		-3.38021		-1.38098		-8.36031
17		-0.195877		-3.7108		-1.86112		-5.93221		-5.86845		-4.25901		1.95163		6.19549		-3.16886		4.45455
18		-2.30164		0.656449		-9.68411		-4.19705		-5.12809		-8.25574		-0.674651		-9.79386		-4.40899		2.63037
19		2.94492		9.46902		-2.36035		2.03368		-9.8698		-3.25597		-2.36641		6.45459		-5.9371		-1.16395
20		-9.05192		6.71734		-8.03354		6.31801		-0.50827		-5.92188		-9.56674		-4.50047		-2.34343		8.21732
21		-7.02253		-0.112924		-3.57274		-7.28911		-8.88278		6.43513		0.856873		-9.28337		-9.21358		-4.503
22		8.0474		-2.46504		-5.66088		-4.85653		-3.73266		9.87958		0.841024		-8.00523		4.19298		-1.59895
23		-4.22931		-2.37311		9.13609		3.45616		-6.10479		2.02606		-8.36667		-7.24438		-9.97339		0.319293
24		-5.60365		3.46261		6.21086		-9.32407		3.34979		8.71982		6.00816		9.67361		-0.0960753		-9.0955
25		-0.557305		9.72767		3.90248		9.34352		1.73595		-4.86308		-6.20354		-5.67894		-5.25682		-5.88562
26		-3.14746		-9.02076		-4.68138		-2.72051		5.47279		8.30935		3.52297		2.59166		-4.19739		-7.53134
27		9.06253		-5.79956		2.54444		2.72033		8.88472		5.12917		9.57568		-9.48583		-5.50436		-5.91652
28		2.32717		4.90674		-9.16599		4.27773		6.70405		-5.71		2.45122		4.63806		-6.65405		9.91123
29		6.85332		-3.19505		0.230101		0.65153		-1.71087		1.76309		0.135708		-0.609254		-3.6281		-6.08116
30		5.44445		3.56081		-7.8913		-2.93636		-0.0748362		5.31067		-8.27786		9.81697		-7.84503		-2.31212
31		-4.47739		-3.33137		-3.54492		-1.78965		-6.30644		8.81024		6.84367		7.91049		6.45412		-0.544519
32		4.0261		3.20291		-9.61771		3.6985		6.77551		-5.57833		-7.24341		-2.66374		7.86708		0.940679
33		6.96076		6.0981		4.49296		3.79437		4.9784		9.59644		3.70977		-6.59661		-0.748671		5.72861
34		5.59807		4.63738		-6.65341		-3.23992		0.255574		-0.215582		6.41757		-8.21263		8.79678		-8.42326
35		8.29822		-9.3441		2.76866		-1.49918		-1.99355		-9.29978		-3.9861		4.20082		-0.0716863		-0.519371
36		-4.33974		-8.23398		-1.99185		-8.34839		8.50624		5.18382		1.04998		-4.8978		-9.99		-7.12524
37		-8.95725		8.05752		8.60467		4.63393		2.72909		-9.081		7.03445		6.47005		4.57372		8.32387
38		-6.45809		-7.96426		1.55034		-0.634981		8.02649		-0.126648		-8.17252		1.0608		-9.82212		-3.118
39		6.85305		0.607151		2.48552		1.88527		-1.58573		0.0695773		-4.23738		6.92784		-8.37729		-5.33272
40		7.68797		-5.50108		-8.99602		1.18198		7.08108		0.0301412		6.90399		-6.19772		5.49482		-3.82962
41		-5.86818		2.60579		-1.07379		-9.43156		1.49539		-8.32761		2.97381		3.9441		5.96943		-6.4611
42		-9.65855		-9.93289		6.23641		-3.99644		8.11263		4.68673		1.5404		7.35918		4.57306		-3.99139
43		6.4436		-0.602117		-4.12435		2.83163		7.26065		-7.26643		5.583		4.21865		-8.57507		-5.30068
44		-7.59767		-5.48266		-8.95653		-8.53163		-0.182973		9.05733		-4.25553		5.28597		4.29193		2.52946
45		9.68851		4.26842		-2.09122		7.71679		-1.99296		-9.70156		-2.86338		9.3082		0.188263		3.46115
46		5.95996		-6.68303		5.70107		-0.459501		6.30248		-6.45802		-5.11799		6.0773		-8.48373		7.87982
47		-1.8872		-3.33646		8.39477		2.27975		0.216015		-6.00359		7.92891		4.44805		-2.35711		6.60279
48		4.0261		3.20291		-9.61771		3.6985		6.77551		-5.57833		-7.24341		-2.66374		7.86708		0.940679
49		6.4436		-0.602117		-4.12435		2.83163		7.26065		-7.26643		5.583		4.21865		-8.57507		-5.30068
50		-5.31862		-5.1061		3.85707		7.89052		-0.657738		4.20753		0.664867		-0.848732		8.13784		-3.0829
;
